assemblydist,borough,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
68,M,111,13,8,NYCHA - Carver - Garden for Living,NYCHA,"MULTIPOLYGON (((-73.95196093897809 40.78941042584107, -73.95179252404482 40.78965354746322, -73.95213585770313 40.78979620921108, -73.95231298105443 40.78954511856309, -73.95196093897809 40.78941042584107)))",,,,,,,,MGT096,23,30,Active,"10,029"
69,M,109,13,7,NYCHA - Grant - Arboretum Community Garden,NYCHA,"MULTIPOLYGON (((-73.95732609934782 40.81372140077772, -73.9573054075072 40.81374533013607, -73.95696660433424 40.813914261734645, -73.95703841870954 40.81400704603686, -73.95705712975263 40.814000319989496, -73.95706500666003 40.8139988271971, -73.95709947484472 40.81398761893129, -73.95726197919969 40.813911379250214, -73.95737721738183 40.81384559465882, -73.95743139472278 40.81380671589386, -73.95745996914805 40.813772316638506, -73.9574668775692 40.81374688554208, -73.95734383781401 40.81369522538317, -73.95732609934782 40.81372140077772)))",,,,,,,,MGT095,26,30,Inactive (Group Forming),"10,027"
74,M,103,12,2,Third Street Children's Garden (P.S. 63 - Neighborhood School),DOE,"MULTIPOLYGON (((-73.98580336766098 40.724574172293856, -73.98628301210283 40.724776459578095, -73.98645730593377 40.72453577411048, -73.98645718047742 40.72453572096567, -73.98662471017633 40.72430437812469, -73.9861451935504 40.72410214449557, -73.98597504725434 40.724337100970594, -73.98580336766098 40.724574172293856)))",,,,,,,,MGT091,9,27,Not GreenThumb,"10,009"
65,M,103,7,1,University Neighborhood High School,DOE,"MULTIPOLYGON (((-73.98384113499158 40.71209073243155, -73.98389001169168 40.71243921799787, -73.98441469542125 40.71237532065282, -73.98437571099034 40.7120962173961, -73.98410958933746 40.71213034634471, -73.98409809362465 40.71206028232465, -73.98384113499158 40.71209073243155)))",,,,,,,,MGT088,7,26,Not GreenThumb,"10,002"
69,M,107,10,6,Westside Community Garden,PRI,"MULTIPOLYGON (((-73.97146481428388 40.78945530147231, -73.97177039850624 40.78958366115411, -73.97196443282706 40.78931792033094, -73.9721349101016 40.78908451045955, -73.97188461097213 40.78897941166112, -73.97171413427404 40.78921282116634, -73.97165884824908 40.78918959987954, -73.97146481428388 40.78945530147231)))",,,,,,,,MGT087,24,30,Not GreenThumb,"10,024"
69,M,107,10,6,P.S. 84 - The Dream Garden and Garden of Angels,DOE,"MULTIPOLYGON (((-73.96828153609701 40.789333597864186, -73.96809136959331 40.78925582945695, -73.96795898092508 40.78944283393411, -73.96814914780786 40.789520603458044, -73.96828153609701 40.789333597864186)))",,,,,,,,MGT086,24,30,Not GreenThumb,"10,025"
65,M,102,7,1,Elizabeth Street Garden,HPD,"MULTIPOLYGON (((-73.99438387156923 40.7223395690948, -73.99471336052811 40.722406935596794, -73.99473935912955 40.722340539525526, -73.99476556613787 40.72227232442815, -73.99510271301388 40.722341255249866, -73.99518831469756 40.7221227043148, -73.99453217360168 40.721964405981474, -73.99438387156923 40.7223395690948)))",,,,,,,,MGT056,5,26,Not GreenThumb,"10,012"
71,M,110,13,9,Colonial Gardeners,PRI,"MULTIPOLYGON (((-73.94012879860439 40.826136602572824, -73.94028499058629 40.826202078446286, -73.94046276281964 40.825959089695054, -73.9403065724194 40.82589361315982, -73.94012879860439 40.826136602572824)))",,,,,,,,MGT051,32,30,Not GreenThumb,"10,039"
67,M,104,10,3,Juan Alonso Community Garden,PRI,"MULTIPOLYGON (((-73.99364707142719 40.76637718868973, -73.99355659406099 40.7665013496329, -73.99388213703956 40.766638170114206, -73.99397261398465 40.7665140098184, -73.99364707142719 40.76637718868973)))",,,,,,,,MGT043,18,31,Not GreenThumb,"10,019"
74,M,103,12,2,Carmen Pabon Del Amanecer Jardin,PRI,"MULTIPOLYGON (((-73.97869459573403 40.72452547542674, -73.9789552806441 40.724635122540946, -73.97901480900973 40.724552337889605, -73.97875882246977 40.72444566975973, -73.97869459573403 40.72452547542674)))",,,,,,,,MGT042,9,27,Active,"10,009"
74,M,103,12,2,11th Street Community Garden,MLT,"MULTIPOLYGON (((-73.98288701053744 40.72880709343222, -73.98288701001552 40.72880912588019, -73.98309890497173 40.72852252976686, -73.98301843835172 40.72848797531482, -73.98281727260292 40.72877863687862, -73.98288701053744 40.72880709343222)))",,,,,,,,MGT040,9,27,Active,"10,009"
71,M,109,13,7,Maggie's Garden,NYRP,"MULTIPOLYGON (((-73.9481637558114 40.828386221559896, -73.94798322959286 40.828635746719755, -73.94808737993957 40.82867952619569, -73.94822373047737 40.828491059834256, -73.94826791300848 40.828429989171426, -73.9481637558114 40.828386221559896)))",1:00p - 3:00p,,,11:00a - 3:00p,10:00a - 12:00p & 2:00p - 4:00p,11:00a - 2:00p,2:00p - 8:00p,MGT039,30,30,Active,"10,031"
68,M,111,13,8,Villa Santruce Jardinera,HPD,"MULTIPOLYGON (((-73.94530619671531 40.797061201004574, -73.94552547170339 40.79715356914552, -73.94557579721624 40.797090086073844, -73.94535253863778 40.79699766661157, -73.94530619671531 40.797061201004574)))",,,,,,,,MGT038,23,30,Closed (Construction),"10,029"
70,M,110,13,9,Our Neighborhood Place - Abyssinian Development Corp.,PRI,"MULTIPOLYGON (((-73.94371742999991 40.80896404673247, -73.94381617075003 40.80900519452645, -73.9438957140515 40.808894996091865, -73.943796973415 40.80885384926576, -73.94371742999991 40.80896404673247)))",,,,,,,,MGT037,32,30,Active,"10,027"
70,M,109,13,7,St. Luke's Community Garden,PRI,"MULTIPOLYGON (((-73.94738094056741 40.822298328453144, -73.94769067932998 40.822431662651084, -73.94776951620673 40.822323075149825, -73.94746037977025 40.8221899935744, -73.94738094056741 40.822298328453144)))",,,,,,,,MGT036,30,30,Active,"10,031"
71,M,109,13,7,Hope: The Friendly Garden on the Hill  (Senior Citizen Sculpture Garden),DEP,"MULTIPOLYGON (((-73.94239466604533 40.829541509091385, -73.94259682132488 40.82962636088135, -73.94262863525834 40.829623093507735, -73.94266886027874 40.82961454169998, -73.94271286245731 40.82960587829212, -73.94274118509985 40.82960113324188, -73.942759444476 40.82959841110491, -73.94278768440974 40.82959471417834, -73.94281543533457 40.829591681567685, -73.94310458805755 40.82956202540406, -73.94316238371282 40.829556098929785, -73.94354828419102 40.829516521716215, -73.94366001494686 40.829505061725335, -73.94372242969034 40.829498659964585, -73.94379020343526 40.829491708778754, -73.94354432723631 40.82938761031446, -73.94320290372876 40.82942543635418, -73.94274629684372 40.82947602100211, -73.94262998864387 40.82948890601588, -73.94253950544115 40.829506284645916, -73.94251315387982 40.829512939678736, -73.94239466604533 40.829541509091385)))",,,,,,,,MGT035,30,30,Active,"10,031"
74,M,103,12,2,El Sol Brillante Garden,PRI,"MULTIPOLYGON (((-73.98041623046016 40.72828530158277, -73.98010414677209 40.728153500050944, -73.97992456793253 40.72840346451438, -73.98023694138446 40.72853486224954, -73.98041623046016 40.72828530158277)))",,,,,,,,MGT034,9,27,Active,"10,009"
71,M,112,13,10,West 181st Street Beautification Project,DOT,"MULTIPOLYGON (((-73.93917990698739 40.850180396040145, -73.93912911614261 40.85017049355666, -73.93882138243515 40.850945852323655, -73.93886749638128 40.85095731301488, -73.93917990698739 40.850180396040145)))",,,,,,,,MGT033,34,31,Active,"10,033"
74,M,103,12,2,Toyota Childrens Learning Garden (Coradan Evaeden),NYRP,"MULTIPOLYGON (((-73.97889558556095 40.727561272397196, -73.97896404558254 40.727590086798706, -73.97897838407862 40.72757051055453, -73.97900959644703 40.727527905071526, -73.97905510696647 40.72746576834388, -73.97910194607164 40.727401860538016, -73.97903248489706 40.727372646209496, -73.97889558556095 40.727561272397196)))",,,,,,,,MGT031,9,27,Active,"10,009"
68,M,111,13,8,Family Garden by Tiffany & Co.,NYRP,"MULTIPOLYGON (((-73.93464810664949 40.79438674364027, -73.93472602637986 40.7944195038664, -73.93490343878356 40.79417552631591, -73.93482572095422 40.79414248896842, -73.93464810664949 40.79438674364027)))",,,,,,,,MGT030,23,29,Active,"10,029"
74,M,103,12,2,Dorothy Strelsin Memorial Garden (Suffolk St. - Committee of Poor People),NYRP,"MULTIPOLYGON (((-73.98498494316256 40.72097803188281, -73.98463809764762 40.72087281380708, -73.98460861323802 40.720929468133896, -73.98495545900145 40.72103468539717, -73.98498494316256 40.72097803188281)))",,,12:00p - 5:00p,12:00p - 5:00p,,12:00p - 5:00p,,MGT029,7,26,Active,"10,002"
74,M,103,12,2,Parque De Tranquilidad,MLT,"MULTIPOLYGON (((-73.97980338491797 40.72173106781465, -73.97962893136797 40.72165746184901, -73.97945921462798 40.72188834845398, -73.9796330655918 40.72196374568119, -73.97980338491797 40.72173106781465)))",,,,,,,,MGT028,9,26,Active,"10,009"
68,M,111,13,8,Papo's Garden,MLT,"MULTIPOLYGON (((-73.93788556930495 40.79916823208554, -73.93775973129627 40.799115288677484, -73.93758291628922 40.799357482367164, -73.93770875461506 40.79941042596622, -73.93788556930495 40.79916823208554)))",,,,,,,,MGT027,25,30,Active,"10,035"
71,M,109,13,7,Mo' Pals,MLT,"MULTIPOLYGON (((-73.94827030013361 40.82761784441832, -73.94832779756563 40.827642063802266, -73.94851089450997 40.8273912046772, -73.94845211851144 40.827366445415265, -73.94826902141294 40.82761730534856, -73.94827030013361 40.82761784441832)))",,,,,,,,MGT026,30,31,Active,"10,031"
65,M,103,7,1,Lower East Side People Care,MLT,"MULTIPOLYGON (((-73.98997663563858 40.71303269428022, -73.989969004386 40.71298016503319, -73.989965935338 40.71295903428522, -73.98966748042764 40.71298365575925, -73.98967073636915 40.71300477212374, -73.98967883130751 40.713057261809496, -73.98974732781441 40.71305161002237, -73.98997663563858 40.71303269428022)))",,,,,,,,MGT024,7,26,Active,"10,002"
68,M,111,13,8,La Casita,NYRP,"MULTIPOLYGON (((-73.9375306192731 40.79952306399509, -73.93735299332909 40.799768685979856, -73.93743445874274 40.79980305726346, -73.93761208566536 40.79955743245365, -73.9375306192731 40.79952306399509)))",,,,,,,,MGT022,25,30,Active,"10,035"
68,M,111,13,8,El Cataño Garden,NYRP,"MULTIPOLYGON (((-73.94311720230989 40.79467569694158, -73.9432956471113 40.79443076508581, -73.94322718493277 40.79440171366805, -73.94309249749257 40.794586583862255, -73.94304873995739 40.79464664541894, -73.94310253146288 40.79466947084673, -73.94311720230989 40.79467569694158)))",,,,,,,,MGT020,23,29,Active,"10,029"
68,M,111,13,8,103rd Street Community Garden,NYRP,"MULTIPOLYGON (((-73.94836186771109 40.79084679625871, -73.94827237350842 40.79096920349923, -73.94835702708939 40.79100487607088, -73.94847784316529 40.79105578771366, -73.94851669784035 40.79107216086822, -73.94860655947252 40.790949180885484, -73.94836186771109 40.79084679625871)))",,,,,,,,MGT018,23,29,Active,"10,029"
66,M,102,10,1,LaGuardia Corner Community Garden,DOT,"MULTIPOLYGON (((-73.9989687344228 40.72791197699417, -73.99897107940032 40.727909174631925, -73.99903547920042 40.72783220240214, -73.99908482418591 40.72777322488366, -73.9991115941473 40.727746110774135, -73.99927714155969 40.72755288886151, -73.99928023462252 40.72754927874111, -73.99915132514668 40.72748359925357, -73.99883276023523 40.727842223188134, -73.9989687344228 40.72791197699417)))",,,,,,,,MGT017,6,26,Active,"10,012"
68,M,111,13,8,El Sitio Feliz (The Happy Place),ACS/PRI,"MULTIPOLYGON (((-73.94483089690775 40.790341740689016, -73.94492381261391 40.790380956908315, -73.94497217024154 40.79031471486085, -73.94501800361927 40.79025192951106, -73.94506560666208 40.79018671993749, -73.94510204904738 40.7901367973317, -73.94459671168303 40.78992351145125, -73.94441847515205 40.790167670255045, -73.94446709487617 40.790188190889374, -73.94451647383256 40.790209032446874, -73.94456727173656 40.790230472598104, -73.94461778659998 40.790251793724735, -73.94472598326932 40.790297460528656, -73.94483089690775 40.790341740689016)))",,,,,,,,MGT016,23,29,Not GreenThumb,"10,029"
70,M,110,13,9,Harlem Village Green,PRI,"MULTIPOLYGON (((-73.94308117626042 40.809680762206874, -73.94302004725591 40.80965500478415, -73.94284686459022 40.80989403278313, -73.94284718092091 40.80989416081062, -73.94285325043072 40.809896629382656, -73.94287686738147 40.80990623319068, -73.9429075146917 40.80991869595449, -73.94308117626042 40.809680762206874)))",,,,,,,,MGT015,32,30,Active,"10,027"
71,M,109,13,7,Serenity Gardens,MLT,"MULTIPOLYGON (((-73.9481462909338 40.82625358865987, -73.94826289855042 40.826302834201776, -73.94844227078306 40.82605824631167, -73.94834120083783 40.826015647263894, -73.94832560887322 40.8260090756658, -73.9481462909338 40.82625358865987)))",,,,,,,,MGT013,30,31,Active,"10,031"
70,M,110,13,9,Five Star Gardens,MLT,"MULTIPOLYGON (((-73.95216753289849 40.806826054470804, -73.951980318868 40.807082416045034, -73.95197736499962 40.80708646075339, -73.9520778278072 40.80712907271383, -73.95208758207065 40.80713301914958, -73.95209088351838 40.8071284973188, -73.95227809725263 40.80687213556688, -73.95227259995373 40.80686984422443, -73.9522245412547 40.80684981434517, -73.95221910319718 40.806847548238665, -73.95216753289849 40.806826054470804)))",,,,,,,,MGT012,28,30,Active,"10,027"
71,M,109,13,7,Friendship Garden (Lucille McClarey Garden),NYRP,"MULTIPOLYGON (((-73.94553841009363 40.828909312285866, -73.9455845271381 40.8289287136105, -73.94576266068685 40.828687232509566, -73.9457165449433 40.82866783125594, -73.94553841009363 40.828909312285866)))",,,,,,,,MGT011,30,30,Active,"10,031"
68,M,111,13,8,Herb Garden (formerly 111th St. Betterment Assoc.),NYRP,"MULTIPOLYGON (((-73.9432898212778 40.794748944932955, -73.94327162422289 40.794741223195054, -73.94321612459318 40.79471767300292, -73.94304196483074 40.79495671487068, -73.9430974871398 40.79498023183837, -73.94314920494791 40.795002136808684, -73.9433233205476 40.79476315959503, -73.9432898212778 40.794748944932955)))",,,,,,,,MGT010,23,29,Active,"10,029"
68,M,111,13,8,Carver Community Garden,MLT,"MULTIPOLYGON (((-73.93494773782069 40.80203961775461, -73.93492656888402 40.80203066655178, -73.93486583274499 40.80200498693541, -73.9348318814615 40.80199063090025, -73.93473719415474 40.80195059336972, -73.93469457784244 40.80200886484701, -73.93464829596941 40.8020721518111, -73.93460315791945 40.802133871636016, -73.93456050695693 40.80219219347049, -73.93459481271607 40.80220764749459, -73.93465453711114 40.802233128569576, -73.934749025416 40.80227343980511, -73.93477425966846 40.80228420604509, -73.93481825942186 40.802302977522785, -73.9348438686368 40.80231326489398, -73.93493903585957 40.80235149530349, -73.93494320318122 40.80235316988218, -73.9351153020451 40.80211046891065, -73.93510103895245 40.802104438343505, -73.93503692318019 40.802077327822786, -73.93502125641858 40.80207070392629, -73.93494773782069 40.80203961775461)))",,,,,,,,MGT008,25,30,Active,"10,035"
74,M,103,12,2,"All People's Garden, Inc.",MLT,"MULTIPOLYGON (((-73.97970886280794 40.72138377598847, -73.97964683365024 40.72135801316739, -73.97956305046674 40.72132318552603, -73.97939109877423 40.721557110863834, -73.97942311215509 40.721570618829986, -73.97947458850572 40.72159233930366, -73.97949286920448 40.72160005182344, -73.97954084259638 40.72162029390724, -73.97970886280794 40.72138377598847)))",,,,,,,,MGT007,9,26,Active,"10,009"
68,M,111,13,8,East Harlem Community Garden,MLT,"MULTIPOLYGON (((-73.93373658318671 40.79627174612851, -73.93374295248917 40.796263097786365, -73.93354654817738 40.79618011711296, -73.93354013376901 40.79618882665241, -73.93335824674116 40.79643579540945, -73.933437270972 40.79646899117483, -73.93355492091612 40.796518411853185, -73.93373658318671 40.79627174612851)))",,,,,,,,MGT006,25,29,Active,"10,035"
68,M,111,13,8,Los Amigos Garden NYRP,NYRP,"MULTIPOLYGON (((-73.93190001940248 40.7960547853298, -73.93215106416231 40.796161007773065, -73.9321944954705 40.796101476061985, -73.93194344968181 40.7959952528111, -73.93190001940248 40.7960547853298)))",,,,,,,,MGT005,25,29,Active,"10,035"
66,M,103,12,2,Albert's Garden,MLT,"MULTIPOLYGON (((-73.99117304237467 40.72534852565097, -73.99104914654586 40.72529739688743, -73.99103191332662 40.72529028512677, -73.99102185977782 40.725304081042886, -73.99090030527107 40.72547088630309, -73.9909664783414 40.725496691998764, -73.99104325303917 40.725526631818035, -73.9911624762251 40.72536302573803, -73.99117304237467 40.72534852565097)))",4:00p - 7:00p,,10:00a - 2:00p & 4:00p - 7:00p,10:00a - 4:00p,4:00p - 6:00p,2:00p - 5:00p,,MGT004,9,26,Active,"10,003"
71,M,109,13,7,Hope Steven Garden,MLT,"MULTIPOLYGON (((-73.94950280268341 40.82360974554711, -73.94910855004233 40.823433356887335, -73.94905574730238 40.82350271768028, -73.94941837414044 40.823659302452846, -73.94950280268341 40.82360974554711)))",,,,,,,,MGT003,30,30,Active,"10,031"
68,M,111,13,8,Home Depot Children's Garden,NYRP,"MULTIPOLYGON (((-73.9337559116755 40.79660284044557, -73.93379517583918 40.79661933404802, -73.93397072806303 40.796380962555986, -73.93391073767212 40.79635564123638, -73.93373511648187 40.79659410534994, -73.9337559116755 40.79660284044557)))",,,,,,,,MGT002,25,29,Active,"10,035"
