Location or Partner,Borough,On Street,From Street,To Street,Type,Open Date,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start,Sunday_End,Day of Week,Status,Cool Streets
Forest Hills,Queens,Ascan Avenue,Queens Boulevard,Austin Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Connectemos,Manhattan,Audubon Avenue,West 186th Street,West 188th Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Midwood,Brooklyn,Avenue K,15th Street,17th Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Hall Street Block Association,Brooklyn,Hall Street,Park Avenue,Myrtle Avenue,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Port Richmond,Staten Island,Henderson Avenue,Broadway,Alaska Street,Temporary Limited Local Access,2020-07-16T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,Y
Red Hook Recreation Center,Brooklyn,Henry Street,Lorraine Street,Bay Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Little Italy Merchants Association,Manhattan,Hester Street,Mulberry Street,Mott Street,Temporary Full Closure,2020-07-03T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",Active,
Staten Island Open and Play Streets Coalition,Staten Island,Hill Street,Tompkins Street,Warren Street,Open Streets Play,2020-07-24T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,12:00PM,4:00PM,N/A,N/A,N/A,N/A,N/A,N/A,"R,F,S,U",inactive,
East Bronx,Bronx,Holland Avenue,Boston Road,South Oak Drive,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Park Slope,Brooklyn,Butler Street,Gregory Place,4th Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
"Prospect Heights Neighborhood Development Council, Inc.",Brooklyn,Carlton Avenue,Flatbush Avenue,Bergen Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,4:00PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",inactive,Y
Hudson Yards Hell's Kitchen Alliance,Manhattan,Hudson Blvd East,West 35th Street,West 36th Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Hudson Yards Hell's Kitchen Alliance,Manhattan,Hudson Blvd West,West 35th Street,West 36th Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Bushwick,Brooklyn,Humboldt Street,Moore Street,Flushing Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Police Athletic League,Bronx,Humboldt Street,Moore Street,Varet Street,Open Streets Play,2020-07-24T00:00:00.000,12:00PM,5:00PM,12:00PM,5:00PM,12:00PM,5:00PM,12:00PM,5:00PM,N/A,N/A,N/A,N/A,N/A,N/A,"M,T,W,R",inactive,
Gramercy,Manhattan,Irving Place,East 16th Street,East 20th Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
St. Mary's Park,Bronx,Jackson Avenue,East 143rd Street,East 147th Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
West Village,Manhattan,Jane Street,Hudson Street,8th Avenue,Temporary Limited Local Access,2020-07-24T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
700 Jefferson Avenue Block Association,Brooklyn,Jefferson Avenue,Patchen Avenue,Malcolm X Boulevard,Temporary Limited Local Access,2020-07-24T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,"F,S,U",Active,
LES Enfants de Boheme,Manhattan,Jefferson Street,East Broadway,Madison Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,10:00AM,9:00PM,N/A,N/A,N/A,N/A,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,"R,F,S,U",Active,
"Prospect Heights Neighborhood Development Council, Inc.",Brooklyn,Carlton Avenue,Dean Street,Bergen Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,4:00PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",inactive,
Greenwich Village,Manhattan,Jones Street,Bleecker Street,West 4th Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Blind Tiger,Manhattan,Jones Street,Bleecker Street,West 4th Street,Temporary Full Closure,2020-07-17T00:00:00.000,5:00PM,10:00PM,5:00PM,10:00PM,5:00PM,10:00PM,5:00PM,10:00PM,5:00PM,10:00PM,11:00AM,11:00PM,11:00AM,11:00PM,ALL,Active,
Willowtown Association,Brooklyn,Joralemon Street,Hicks Street,Furman Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Hudson Square Business Improvement District,Manhattan,King Street,Hudson Street,Greenwich Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,N/A,ALL,Active,
Osteria Morini,Manhattan,Lafayette Street,Spring Street,Kenmare Street,Temporary Full Closure,2020-07-17T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Active,
Lower Manhattann/SoHo,Manhattan,Lafayette Street,Brooklyn Bridge,Spring Street,Protected Bike Lane,2020-06-25T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,
Baisley Pond Park,Queens,Lakeview Blvd East,118th Avenue,122nd Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Baisley Pond Park,Queens,Lakeview Lane,122nd Avenue,Baisley Boulevard,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Highbridge Park,Manhattan,Laurel Hill Terrace,Amsterdam Avenue,Amsterdam Avenue,Temporary Limited Local Access,2020-05-02T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
"Prospect Heights Neighborhood Development Council, Inc.",Brooklyn,Carlton Avenue,Pacific Street,Saint Marks Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,4:00PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",inactive,
Sternberg Park,Brooklyn,Leonard Street,Montrose Avenue,Boerum Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Prospect Heights,Brooklyn,Lincoln Place,Washington Avenue,Bedford Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Hudson Square Business Improvement District,Manhattan,Little 6th Avenue,Spring Street,Broome Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,5:00PM,9:00AM,11:00PM,9:00AM,11:00PM,9:00AM,11:00PM,9:00AM,11:00PM,"M,T,W,R,F,S,U",Active,
Hunters Point South,Queens,Center Boulevard,57th Avenue,Borden Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Bay Ridge,Brooklyn,Colonial Road,86th Street,83rd Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Brownsville,Brooklyn,Livonia Avenue,Junius Street,Powell Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Rockrose,Queens,Dutch Kills,Jackson Avenue,Sunnyside Yards,Temporary Limited Local Access,2020-07-24T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Lower East Side Partnership,Manhattan,Ludlow Street,Rivington Street,Stanton Street,Temporary Limited Local Access,2020-05-07T00:00:00.000,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,ALL,Active,
Village Alliance,Manhattan,MacDougal Street,West 8th Street,West 4th Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:30AM,1:30PM,U,Active,
MacDougal Merchants Association,Manhattan,MacDougal Street,West 8th Street,West 3rd Street,Temporary Full Closure,2020-07-17T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM,ALL,Active,
Bed-Stuy,Brooklyn,Macon Street,Arlington Place,Tompkins Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Uptown Grand Central,Manhattan,East 101st Street,3rd Avenue,Park Avenue,Temporary Limited Local Access,2020-07-17T00:00:00.000,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,"F,S,U",inactive,
Third Avenue Business Improvement District,Bronx,East 148th Street,Willis Avenue,Bergen Avenue,Temporary Limited Local Access,2020-05-07T00:00:00.000,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,10:00AM,6:00PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",inactive,
Concourse,Bronx,McClellan Street,River Avenue,Cromwell Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Flushing Meadows,Queens,Meadow Lake Drive,Model AirPlane Field/Van Wyck Blvd On Ramp,Meadow Lake Bridge Parking Lot,Temporary Full Closure,2020-05-02T00:00:00.000,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,24/7,ALL,Active,
Flatiron 23rd Street Partnership,Manhattan,East 29th Street,Broadway,Madison Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Brooklyn Heights,Brooklyn,Montague Street,Hicks Street,Pierrepont Place,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Kensington,Brooklyn,East 7th Street,Caton Avenue,Ditmas Avenue,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Homecrest,Brooklyn,Moore Place,East 16th Street,East 17th Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Bushwick,Brooklyn,Moore Street,Humboldt Street,Bushwick Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Morningside Park,Manhattan,Morningside Avenue,Manhattan Avenue,West 116th Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Little Italy Merchants Association,Manhattan,Mulberry Street,Broome Street,Hester Street,Temporary Full Closure,2020-07-03T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,"F,S,U",Active,
North Brooklyn Open Streets Community Coalition,Brooklyn,Nassau Avenue,Banker Street,Lorimer Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Morris Heights,Bronx,Nelson Avenue,Featherbed Lane,Macombs Road,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Stapleton Waterfront Park,Staten Island,Front Street,Canal Street,Edgewater Street,Temporary Limited Local Access,2020-05-02T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Port Richmond,Staten Island,New Street,Cottage Place,Jewett Avenue,Temporary Limited Local Access,2020-07-16T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Bed Stuy,Brooklyn,Fulton Street,Marcy Avenue,Brooklyn Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Central Astoria Local Development Corportation,Queens,Newtown Avenue,30th Avenue,31st Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,"F,S,U",inactive,
Green Central Knoll Park,Brooklyn,Noll Street,Evergreen Avenue,Central Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Williamsburg,Brooklyn,North 3rd Street,Kent Avenue,Metropolitan Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Commodore Barry Park,Brooklyn,North Elliott Place,Park Avenue,Flushing Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Central Queens,Queens,Northern Boulevard,41st Avenue,Broadway,Protected Bike Lane,2020-06-25T00:00:00.000,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,12:00AM,ALL,Inactive,
Quarry Ballfields,Bronx,Oak Tree Place,Hughes Avenue,Quarry Road,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Fresh Air Fund,Bronx,Oak Tree Place,Hughes Avenue,Quarry Road,Open Streets Play,2020-07-24T00:00:00.000,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,N/A,N/A,N/A,N/A,N/A,N/A,"M,T,W,R",inactive,Y
Ridgewood,Queens,Onderdonk Avenue,Starr Street,DeKalb Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Lower East Side Partnership,Manhattan,Orchard Street,Delancey Street,East Houston Street,Temporary Limited Local Access,2020-05-07T00:00:00.000,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,ALL,Active,Y
Lower East Side Partnership,Manhattan,Orchard Street,Grand Street,Delancey Street,Temporary Full Closure,2020-07-03T00:00:00.000,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Active,Y
Boreum Hill Association,Brooklyn,Pacific Street,Smith Street,Nevins Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:00AM,8:00PM,8:00AM,8:00PM,"S,U",Active,
Crown Heights,Brooklyn,Park Place,New York Avenue,Kingston Avenue,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Fresh Air Fund,Brooklyn,Park Place,New York Avenue,Kingston Avenue,Open Streets Play,2020-07-24T00:00:00.000,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,N/A,N/A,N/A,N/A,N/A,N/A,"M,T,W,R",inactive,
Grattan Street Merhcant Group,Brooklyn,Grattan Street,Morgan Avenue,Bogart Street,Temporary Limited Local Access,2021-05-23T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:00AM,8:00PM,U,Active,
Alliance for Downtown New York,Manhattan,Pearl Street,Broad Street,Wall Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,11:00AM,3:00PM,ALL,Active,
Alliance for Downtown New York,Manhattan,Pearl Street,Broad Street,Wall Street,Temporary Full Closure,2020-07-17T00:00:00.000,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:000PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Active,
Flushing,Queens,Peck Avenue,137th Street,Main Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Chinatown Business Improvement District,Manhattan,Pell Street,Bowery,Mott Street,Temporary Full Closure,2020-07-31T00:00:00.000,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,12:00PM,11:00PM,10:00AM,11:00PM,ALL,Active,
Alliance for Downtown New York,Manhattan,Pine Street,William Street,Pearl Street,Temporary Full Closure,2020-07-17T00:00:00.000,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:00PM,5:00PM,11:000PM,12:00PM,11:00PM,12:00PM,11:00PM,ALL,Inactive,
Uptown Grand Central,Manhattan,Pleasant Avenue,East 118th Street,East 120th Street,Temporary Limited Local Access,2020-10-02T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:00PM,9:00PM,10:00AM,9:00PM,12:00PM,8:00PM,"F,S,U",Active,
Hudson Square Business Improvement District,Manhattan,Greenwich Street,Canal Street,Spring Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,10:00AM,4:00PM,ALL,inactive,
Crown Heights,Brooklyn,Prospect Place,New York Avenue,Brooklyn Avenue,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Park Slope,Brooklyn,Gregory Place,Baltic Street,Butler Street,Temporary Limited Local Access,2020-05-23T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Downtown Brooklyn Partnership,Brooklyn,Lawrence Street,Fulton Street,Willoughby Street,Temporary Limited Local Access,2020-05-07T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:00PM,12:00AM,11:00AM,12:00PM,11:00AM,8:00PM,"F,S,U",Active,
Castle Hill,Bronx,Randall Avenue,Olmstead Avenue,Havemeyer Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,Active,
Meatpacking Business Improvement District,Manhattan,Little West 12th Street,9th Avenue,Washington Street,Temporary Limited Local Access,2020-05-14T00:00:00.000,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,8:00AM,8:00PM,ALL,inactive,
Restaurant Marc Forgione,Manhattan,Reade Street,West Broadway,Greenwich Street,Temporary Full Closure,2020-09-11T00:00:00.000,N/A,N/A,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,4:00PM,11:00PM,"R,F,S,U",inactive,
Kesher Bridging Communities,Queens,Reads Lane,Empire Avenue,Jarvis Avenue,Temporary Limited Local Access,2020-06-25T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:00PM,9:00PM,8:00AM,8:00PM,12:00PM,8:00PM,"F,S,U",Active,
Red Hook Business Alliance,Brooklyn,Reed Street,Conover Street,Van Brunt Street,Temporary Limited Local Access,2020-06-25T00:00:00.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:00PM,8:00PM,12:00PM,8:00PM,12:00PM,8:00PM,"F,S,U",inactive,
Hometown Bar B Que,Brooklyn,Reed Street,Conover Street,Van Brunt Street,Temporary Full Closure,2020-07-03T00:00:00.000,N/A,N/A,12:00PM,10:00PM,12:00PM,10:00PM,12:00PM,10:00PM,12:00PM,11:00PM,12:00PM,11:00PM,12:00PM,10:00PM,"T,W,R,F,S,U",Active,
